,date,account_value
80,2020-10-23,1090535.3619371487
81,2020-10-26,1073410.039290054
82,2020-10-27,1064627.1313921048
83,2020-10-28,1024660.4593492582
84,2020-10-29,1035776.0341783598
85,2020-10-30,1017939.3725267485
86,2020-11-02,1028545.2281938627
87,2020-11-03,1052144.3007494046
88,2020-11-04,1066634.8205247952
89,2020-11-05,1088540.8278947903
90,2020-11-06,1089493.032194717
91,2020-11-09,1122074.4208818509
92,2020-11-10,1128818.1828600003
93,2020-11-11,1136560.0452562405
94,2020-11-12,1124451.2729173733
95,2020-11-13,1141648.7835527493
96,2020-11-16,1156290.6145616604
97,2020-11-17,1153383.5535570218
98,2020-11-18,1144718.795576675
99,2020-11-19,1150139.405027969
100,2020-11-20,1140783.9692064358
101,2020-11-23,1151327.195402725
102,2020-11-24,1168657.4267717435
103,2020-11-25,1171182.210219009
104,2020-11-27,1168650.8363634183
105,2020-11-30,1166680.2571245267
106,2020-12-01,1177743.5393510892
107,2020-12-02,1181954.3958879544
108,2020-12-03,1177847.4390092923
109,2020-12-04,1189363.4744859769
110,2020-12-07,1189742.5740343167
111,2020-12-08,1193591.0056902005
112,2020-12-09,1190094.5162798
113,2020-12-10,1188389.9172960354
114,2020-12-11,1180310.584929092
115,2020-12-14,1174622.4796739651
116,2020-12-15,1194701.6181627347
117,2020-12-16,1193688.7787157132
118,2020-12-17,1203084.7749315335
119,2020-12-18,1194788.2866045071
120,2020-12-21,1219368.506804092
121,2020-12-22,1207185.2522417142
122,2020-12-23,1211179.7582994534
123,2020-12-24,1216931.5192857815
124,2020-12-28,1236488.356855972
125,2020-12-29,1231616.858809097
126,2020-12-30,1236714.252104385
127,2020-12-31,1241773.9201341702
128,2021-01-04,1236201.1236864163
129,2021-01-05,1241552.666319473
130,2021-01-06,1252911.7531725003
131,2021-01-07,1270764.0183244778
132,2021-01-08,1275460.2120195462
133,2021-01-11,1274169.28089772
134,2021-01-12,1279569.8512712552
135,2021-01-13,1278792.7050767972
136,2021-01-14,1269281.995894058
137,2021-01-15,1254168.7072282864
138,2021-01-19,1242706.4570756985
139,2021-01-20,1256182.1972185208
140,2021-01-21,1257686.2849412991
141,2021-01-22,1254833.2482439114
142,2021-01-25,1248845.1585527493
143,2021-01-26,1248211.527647598
144,2021-01-27,1217728.7496629788
145,2021-01-28,1222241.198439224
146,2021-01-29,1197265.5518175198
147,2021-02-01,1213131.3020006253
148,2021-02-02,1242457.4865861966
149,2021-02-03,1240605.0984483792
150,2021-02-04,1267199.1562181546
151,2021-02-05,1275598.9372850491
152,2021-02-08,1281897.0265337063
153,2021-02-09,1278820.415373428
154,2021-02-10,1279730.2957140042
155,2021-02-11,1284864.1235948636
156,2021-02-12,1288196.543409927
157,2021-02-16,1289476.546095474
158,2021-02-17,1291327.7938219144
159,2021-02-18,1278797.1937547757
160,2021-02-19,1275955.4475236966
161,2021-02-22,1269486.6740404202
162,2021-02-23,1273222.1631456448
163,2021-02-24,1292519.2731157376
164,2021-02-25,1273925.607107742
165,2021-02-26,1256929.8618913724
166,2021-03-01,1292863.055281265
167,2021-03-02,1287046.4785142972
168,2021-03-03,1279051.5584779812
169,2021-03-04,1262506.6922823025
170,2021-03-05,1273200.7386003567
171,2021-03-08,1283565.7540727688
172,2021-03-09,1287811.9934373929
173,2021-03-10,1311453.916166885
174,2021-03-11,1322119.111998184
