,date,account_value
298,2021-09-07,1487391.9061529618
299,2021-09-08,1485956.3636877518
300,2021-09-09,1479390.0753576737
301,2021-09-10,1468858.1233923417
302,2021-09-13,1475804.0639059525
303,2021-09-14,1465313.7153570633
304,2021-09-15,1474879.3212149125
305,2021-09-16,1471868.7848455887
306,2021-09-17,1460696.7516424637
307,2021-09-20,1433446.5089285355
308,2021-09-21,1425468.9278814774
309,2021-09-22,1444218.733568428
310,2021-09-23,1477306.7591345292
311,2021-09-24,1485606.744417427
312,2021-09-27,1484536.6028006058
313,2021-09-28,1453369.8308660965
314,2021-09-29,1451002.3222143631
315,2021-09-30,1434041.5454428177
316,2021-10-01,1461394.977960823
317,2021-10-04,1442233.565851448
318,2021-10-05,1458691.0344030838
319,2021-10-06,1470243.1301748734
320,2021-10-07,1479954.8162024003
321,2021-10-08,1478685.1138174515
322,2021-10-11,1464128.7279684525
323,2021-10-12,1464257.7121298295
324,2021-10-13,1468123.5617620926
325,2021-10-14,1492658.3283636551
326,2021-10-15,1514010.6477987748
327,2021-10-18,1514395.3626730423
328,2021-10-19,1517163.7438604813
329,2021-10-20,1513301.4211523514
330,2021-10-21,1506305.0094473343
331,2021-10-22,1508474.5858023148
332,2021-10-25,1512232.9847128373
333,2021-10-26,1516552.944216011
334,2021-10-27,1502619.6555349808
