,date,account_value
94,2020-11-12,1108007.27553434
95,2020-11-13,1121177.8366635514
96,2020-11-16,1139375.0986800385
97,2020-11-17,1126767.7691196213
98,2020-11-18,1111405.956124748
99,2020-11-19,1117399.1402203445
100,2020-11-20,1107361.3822282944
101,2020-11-23,1102662.377289894
102,2020-11-24,1121511.2279831925
103,2020-11-25,1122621.1624104385
104,2020-11-27,1125687.777337345
105,2020-11-30,1129327.2048805275
106,2020-12-01,1150476.0629786416
107,2020-12-02,1157249.5163452493
108,2020-12-03,1157110.7165701943
109,2020-12-04,1163256.168600254
110,2020-12-07,1163142.9398262978
111,2020-12-08,1170308.714700329
112,2020-12-09,1156641.4666412468
113,2020-12-10,1162765.7015258598
114,2020-12-11,1158268.5428222313
115,2020-12-14,1144301.0455474663
116,2020-12-15,1176919.2620113029
117,2020-12-16,1174282.0605270804
118,2020-12-17,1182807.8779320868
119,2020-12-18,1171342.2775631219
120,2020-12-21,1174168.2329451637
121,2020-12-22,1185447.6160848273
122,2020-12-23,1184312.2640932961
123,2020-12-24,1190226.6934730033
124,2020-12-28,1215212.1297590295
125,2020-12-29,1205755.0095311622
126,2020-12-30,1204985.5478374786
127,2020-12-31,1203927.4848365288
128,2021-01-04,1182883.390018261
129,2021-01-05,1195375.6929644584
130,2021-01-06,1186465.9819469603
131,2021-01-07,1206670.8973064574
132,2021-01-08,1211473.614397064
133,2021-01-11,1195685.922121063
134,2021-01-12,1197019.2774656639
135,2021-01-13,1204968.454833828
136,2021-01-14,1202639.5027006492
137,2021-01-15,1187259.1466444358
138,2021-01-19,1200014.8178671226
139,2021-01-20,1224834.968807064
140,2021-01-21,1242273.2339475974
141,2021-01-22,1246272.505287014
142,2021-01-25,1260118.702213131
143,2021-01-26,1260772.7933195457
144,2021-01-27,1247430.2318789025
145,2021-01-28,1231459.697577633
146,2021-01-29,1190489.7102713662
147,2021-02-01,1202631.889399601
148,2021-02-02,1212038.7125533791
149,2021-02-03,1207092.2277168008
150,2021-02-04,1232819.6445564004
151,2021-02-05,1237333.775106785
152,2021-02-08,1243926.8139861794
153,2021-02-09,1238685.18217313
154,2021-02-10,1238105.177461979
155,2021-02-11,1235353.5192626687
156,2021-02-12,1239505.5140098305
157,2021-02-16,1230245.780638096
158,2021-02-17,1219224.061117527
159,2021-02-18,1209422.1007064553
160,2021-02-19,1211273.8941558572
161,2021-02-22,1200276.9606193276
162,2021-02-23,1199646.3174499245
163,2021-02-24,1207646.3555206032
164,2021-02-25,1180162.5846618386
165,2021-02-26,1169646.3632262917
166,2021-03-01,1210425.1293472024
167,2021-03-02,1197549.5087684365
168,2021-03-03,1184862.4268630715
169,2021-03-04,1170783.8688224526
170,2021-03-05,1192580.947420475
171,2021-03-08,1174984.0967200967
172,2021-03-09,1191631.3992332192
173,2021-03-10,1196362.858801243
174,2021-03-11,1206482.5286353799
175,2021-03-12,1205545.6346915932
176,2021-03-15,1218544.266233799
177,2021-03-16,1219103.0352843972
178,2021-03-17,1216761.7698196145
179,2021-03-18,1191024.3432296487
180,2021-03-19,1184930.5439666482
181,2021-03-22,1201293.3587897988
182,2021-03-23,1191519.239420292
183,2021-03-24,1186929.1320060464
184,2021-03-25,1196731.0340942116
185,2021-03-26,1210405.9527229043
186,2021-03-29,1210946.445253727
187,2021-03-30,1201950.4948750457
188,2021-03-31,1208220.7332325897
189,2021-04-01,1215148.8897610626
190,2021-04-05,1234666.8770504913
191,2021-04-06,1234928.2751332244
192,2021-04-07,1244697.157423111
193,2021-04-08,1255364.7470723114
194,2021-04-09,1269826.471334549
195,2021-04-12,1260584.7713490447
196,2021-04-13,1270446.857408615
197,2021-04-14,1263336.1462918243
198,2021-04-15,1276916.7854481658
199,2021-04-16,1280355.6976834259
200,2021-04-19,1281490.273614975
201,2021-04-20,1272721.7624836883
202,2021-04-21,1282067.712675186
203,2021-04-22,1269576.8008748016
204,2021-04-23,1277486.0531578101
205,2021-04-26,1282799.6929939003
206,2021-04-27,1282006.1068160743
207,2021-04-28,1281574.2505386085
208,2021-04-29,1288903.4316299171
209,2021-04-30,1272056.6732452125
210,2021-05-03,1285731.1964957924
211,2021-05-04,1266295.020783207
212,2021-05-05,1271206.129414341
213,2021-05-06,1283572.7529838295
214,2021-05-07,1290195.022091648
215,2021-05-10,1276440.5011909218
216,2021-05-11,1261112.9741676063
217,2021-05-12,1236802.4100806923
218,2021-05-13,1254973.8924148292
219,2021-05-14,1275043.226879856
220,2021-05-17,1269807.6975028724
221,2021-05-18,1257895.6785896034
222,2021-05-19,1253434.7295387
223,2021-05-20,1269136.6773410302
224,2021-05-21,1262374.2219806176
225,2021-05-24,1275136.0229983788
226,2021-05-25,1271177.8554034692
227,2021-05-26,1270507.9202723962
228,2021-05-27,1265653.3050723535
229,2021-05-28,1263914.2835956078
230,2021-06-01,1265825.9756999474
231,2021-06-02,1271665.6326060754
232,2021-06-03,1264020.693320797
233,2021-06-04,1277966.2087359887
234,2021-06-07,1276661.5539203149
235,2021-06-08,1281271.9441371423
236,2021-06-09,1281349.1420665246
237,2021-06-10,1276298.81595187
238,2021-06-11,1282892.2705722314
239,2021-06-14,1295898.9724574548
240,2021-06-15,1294772.6680407983
241,2021-06-16,1291394.5173825645
242,2021-06-17,1293253.9518542136
243,2021-06-18,1271930.1497057762
244,2021-06-21,1296712.5312453117
245,2021-06-22,1304386.6690207329
246,2021-06-23,1302047.5926886406
247,2021-06-24,1306505.839381298
248,2021-06-25,1309329.1235609856
249,2021-06-28,1307505.816649517
250,2021-06-29,1313606.123755535
251,2021-06-30,1322606.787314495
252,2021-07-01,1328851.5315771904
253,2021-07-02,1344134.2659025993
254,2021-07-06,1351052.3226157036
255,2021-07-07,1366884.2237463798
256,2021-07-08,1355592.1978712883
257,2021-07-09,1374237.8869849052
258,2021-07-12,1372866.3300848808
259,2021-07-13,1376399.4198027458
260,2021-07-14,1394628.5589590874
261,2021-07-15,1391187.1508665886
262,2021-07-16,1373873.5166197624
263,2021-07-19,1338977.537833294
264,2021-07-20,1370487.053168377
265,2021-07-21,1375875.02944096
266,2021-07-22,1380689.2115813103
267,2021-07-23,1393667.487944683
268,2021-07-26,1397480.5161391106
269,2021-07-27,1388018.8783598747
270,2021-07-28,1374942.4752150383
271,2021-07-29,1382546.248416027
272,2021-07-30,1381438.8619604912
273,2021-08-02,1377837.3164702263
274,2021-08-03,1391509.8646384086
275,2021-08-04,1383350.4455786552
276,2021-08-05,1388156.350585064
277,2021-08-06,1387217.422457775
278,2021-08-09,1384684.4781332817
279,2021-08-10,1384923.3784590568
280,2021-08-11,1390010.742785534
281,2021-08-12,1403228.5852003898
282,2021-08-13,1402062.9872732963
283,2021-08-16,1413552.5424261894
284,2021-08-17,1407750.1350127067
285,2021-08-18,1378533.775430874
286,2021-08-19,1376242.4283780633
287,2021-08-20,1386582.4438017083
288,2021-08-23,1396187.2280231286
289,2021-08-24,1395403.0521437644
290,2021-08-25,1394825.1737563133
