,date,account_value
240,2021-06-15,1228380.6188279896
241,2021-06-16,1217635.1659089832
242,2021-06-17,1211783.6255075245
243,2021-06-18,1195851.7875621242
244,2021-06-21,1214848.1891636255
245,2021-06-22,1220203.7758947657
246,2021-06-23,1215867.946763891
247,2021-06-24,1222518.1418705806
248,2021-06-25,1230921.0276440715
249,2021-06-28,1231525.2471920757
250,2021-06-29,1234765.6780757501
251,2021-06-30,1239274.5968362787
252,2021-07-01,1246158.6910136698
253,2021-07-02,1251565.9007526988
254,2021-07-06,1243190.703620367
255,2021-07-07,1251197.2415523012
256,2021-07-08,1236392.3532628955
257,2021-07-09,1252010.653949293
258,2021-07-12,1254547.0013123148
259,2021-07-13,1247446.6765561693
260,2021-07-14,1252213.0589681948
261,2021-07-15,1256545.1356082095
262,2021-07-16,1250266.8591579837
263,2021-07-19,1231462.3046002863
264,2021-07-20,1247021.0117114848
265,2021-07-21,1253827.9764233415
266,2021-07-22,1252313.010563814
267,2021-07-23,1263041.8136645907
268,2021-07-26,1263463.2345440767
269,2021-07-27,1256998.6839133548
270,2021-07-28,1248711.0196946124
271,2021-07-29,1254981.7665277575
272,2021-07-30,1254437.6196041887
273,2021-08-02,1251252.0116612643
274,2021-08-03,1263847.7938798922
275,2021-08-04,1257331.602242258
276,2021-08-05,1266415.327810358
277,2021-08-06,1268173.1977587452
278,2021-08-09,1265083.886564596
279,2021-08-10,1269261.3768206232
280,2021-08-11,1279587.474722288
281,2021-08-12,1279639.1062777461
282,2021-08-13,1278376.953073881
283,2021-08-16,1285465.9534627132
284,2021-08-17,1264897.9802491358
285,2021-08-18,1261092.704271349
286,2021-08-19,1265816.2191273058
287,2021-08-20,1278566.1080973377
288,2021-08-23,1280432.8592411212
289,2021-08-24,1276743.6615625666
290,2021-08-25,1278562.6006418513
291,2021-08-26,1275647.2884889888
292,2021-08-27,1281741.1932436274
293,2021-08-30,1282286.9286946047
294,2021-08-31,1280533.218545473
295,2021-09-01,1281202.369392702
296,2021-09-02,1287721.295985216
297,2021-09-03,1290294.785604906
298,2021-09-07,1280769.9596854572
299,2021-09-08,1283463.9744989641
300,2021-09-09,1280938.8469229296
301,2021-09-10,1272494.0674597034
302,2021-09-13,1282977.0576688745
303,2021-09-14,1272415.3719566783
304,2021-09-15,1278998.5520980014
305,2021-09-16,1282161.6483248537
306,2021-09-17,1279868.9635333729
307,2021-09-20,1260530.5848441029
308,2021-09-21,1261288.2268957996
309,2021-09-22,1269216.44521805
310,2021-09-23,1288385.824673296
311,2021-09-24,1294971.4719735507
312,2021-09-27,1299043.2354623203
313,2021-09-28,1276965.598132387
314,2021-09-29,1282875.5781159075
315,2021-09-30,1259595.6873559589
316,2021-10-01,1272864.7281762522
317,2021-10-04,1262443.7404401226
318,2021-10-05,1273898.3020559368
319,2021-10-06,1279628.3213729076
320,2021-10-07,1295979.5682761362
321,2021-10-08,1290145.9342179927
322,2021-10-11,1286798.127998041
323,2021-10-12,1287527.061814863
324,2021-10-13,1288101.4789075297
325,2021-10-14,1310270.399574354
326,2021-10-15,1324069.5224693278
327,2021-10-18,1323779.1431168383
328,2021-10-19,1332147.9895943927
329,2021-10-20,1339456.7990994663
330,2021-10-21,1349046.112899538
331,2021-10-22,1354440.821246065
332,2021-10-25,1362202.6478295687
333,2021-10-26,1361652.781752756
334,2021-10-27,1356668.859364664
